er,time
"1,118.61",2012-09-11
"1,117.12",2012-09-10
,2012-09-09
,2012-09-08
"1,119",2012-09-07
"1,124.55",2012-09-06
"1,123.46",2012-09-05
"1,120.68",2012-09-04
"1,122.47",2012-09-03
,2012-09-02
,2012-09-01
"1,124.05",2012-08-31
"1,123.65",2012-08-30
"1,122.96",2012-08-29
"1,124.94",2012-08-28
"1,124.74",2012-08-27
,2012-08-26
,2012-08-25
"1,122.96",2012-08-24
"1,120.49",2012-08-23
"1,121.28",2012-08-22
"1,121.97",2012-08-21
"1,123.16",2012-08-20
,2012-08-19
,2012-08-18
"1,120.78",2012-08-17
"1,120.88",2012-08-16
,2012-08-15
"1,118.80",2012-08-14
"1,120.59",2012-08-13
,2012-08-12
,2012-08-11
"1,115.04",2012-08-10
"1,117.62",2012-08-09
"1,117.91",2012-08-08
"1,115.64",2012-08-07
"1,114.05",2012-08-06
,2012-08-05
,2012-08-04
"1,125.83",2012-08-03
"1,119.99",2012-08-02
"1,118.70",2012-08-01
"1,124.05",2012-07-31
"1,123.06",2012-07-30
,2012-07-29
,2012-07-28
"1,130.19",2012-07-27
"1,136.82",2012-07-26
"1,140.88",2012-07-25
"1,137.71",2012-07-24
"1,135.53",2012-07-23
,2012-07-22
,2012-07-21
"1,128.90",2012-07-20
"1,126.43",2012-07-19
"1,127.61",2012-07-18
"1,132.66",2012-07-17
"1,136.92",2012-07-16
,2012-07-15
,2012-07-14
"1,143.16",2012-07-13
"1,130.49",2012-07-12
"1,133.55",2012-07-11
"1,132.37",2012-07-10
"1,131.08",2012-07-09
,2012-07-08
,2012-07-07
"1,126.92",2012-07-06
"1,125.63",2012-07-05
"1,124.05",2012-07-04
"1,132.66",2012-07-03
"1,132.07",2012-07-02
,2012-07-01
,2012-06-30
"1,143.95",2012-06-29
"1,141.97",2012-06-28
"1,146.62",2012-06-27
"1,148.90",2012-06-26
"1,149",2012-06-25
,2012-06-24
,2012-06-23
"1,146.33",2012-06-22
"1,136.72",2012-06-21
"1,142.66",2012-06-20
"1,147.41",2012-06-19
"1,146.72",2012-06-18
,2012-06-17
,2012-06-16
"1,152.66",2012-06-15
"1,155.63",2012-06-14
"1,157.61",2012-06-13
"1,160.28",2012-06-12
"1,154.94",2012-06-11
,2012-06-10
,2012-06-09
"1,159.89",2012-06-08
"1,159.69",2012-06-07
,2012-06-06
"1,165.14",2012-06-05
"1,170.38",2012-06-04
,2012-06-03
,2012-06-02
"1,170.28",2012-06-01
"1,170.58",2012-05-31
"1,167.12",2012-05-30
"1,167.81",2012-05-29
,2012-05-28
,2012-05-27
,2012-05-26
"1,166.32",2012-05-25
"1,164.94",2012-05-24
"1,160.58",2012-05-23
"1,152.17",2012-05-22
"1,154.64",2012-05-21
,2012-05-20
,2012-05-19
"1,161.67",2012-05-18
"1,151.18",2012-05-17
"1,147.81",2012-05-16
"1,142.46",2012-05-15
"1,136.43",2012-05-14
,2012-05-13
,2012-05-12
"1,132.37",2012-05-11
"1,132.56",2012-05-10
"1,128.11",2012-05-09
"1,124.45",2012-05-08
"1,127.42",2012-05-07
,2012-05-06
,2012-05-05
"1,120.49",2012-05-04
"1,118.70",2012-05-03
"1,117.32",2012-05-02
,2012-05-01
"1,121.28",2012-04-30
,2012-04-29
,2012-04-28
"1,122.86",2012-04-27
"1,127.42",2012-04-26
"1,128.01",2012-04-25
"1,129.79",2012-04-24
"1,128.11",2012-04-23
,2012-04-22
,2012-04-21
"1,129.30",2012-04-20
"1,129.40",2012-04-19
"1,123.56",2012-04-18
"1,126.13",2012-04-17
"1,125.44",2012-04-16
,2012-04-15
,2012-04-14
"1,121.08",2012-04-13
"1,132.37",2012-04-12
,2012-04-11
"1,125.63",2012-04-10
"1,127.02",2012-04-09
,2012-04-08
,2012-04-07
"1,120.29",2012-04-06
"1,118.70",2012-04-05
"1,115.04",2012-04-04
"1,112.76",2012-04-03
"1,117.22",2012-04-02
,2012-04-01
,2012-03-31
"1,124.05",2012-03-30
"1,126.53",2012-03-29
"1,125.73",2012-03-28
"1,125.63",2012-03-27
"1,125.04",2012-03-26
,2012-03-25
,2012-03-24
"1,122.66",2012-03-23
"1,119.10",2012-03-22
"1,115.04",2012-03-21
"1,109.70",2012-03-20
"1,111.28",2012-03-19
,2012-03-18
,2012-03-17
"1,113.95",2012-03-16
"1,119",2012-03-15
"1,111.08",2012-03-14
"1,111.18",2012-03-13
"1,109.70",2012-03-12
,2012-03-11
,2012-03-10
"1,105.04",2012-03-09
"1,110.29",2012-03-08
"1,116.33",2012-03-07
"1,105.83",2012-03-06
"1,107.22",2012-03-05
,2012-03-04
,2012-03-03
"1,102.57",2012-03-02
,2012-03-01
"1,110.39",2012-02-29
"1,117.02",2012-02-28
"1,117.42",2012-02-27
,2012-02-26
,2012-02-25
"1,113.46",2012-02-24
"1,118.21",2012-02-23
"1,115.44",2012-02-22
"1,113.16",2012-02-21
"1,109.99",2012-02-20
,2012-02-19
,2012-02-18
"1,112.96",2012-02-17
"1,114.65",2012-02-16
"1,113.56",2012-02-15
"1,110.39",2012-02-14
"1,114.55",2012-02-13
,2012-02-12
,2012-02-11
"1,107.22",2012-02-10
"1,109.10",2012-02-09
"1,106.33",2012-02-08
"1,110.49",2012-02-07
"1,107.12",2012-02-06
,2012-02-05
,2012-02-04
"1,108.80",2012-02-03
"1,106.92",2012-02-02
"1,115.73",2012-02-01
"1,116.03",2012-01-31
"1,112.86",2012-01-30
,2012-01-29
,2012-01-28
"1,114.25",2012-01-27
"1,110.09",2012-01-26
"1,115.24",2012-01-25
,2012-01-24
,2012-01-23
,2012-01-22
,2012-01-21
"1,122.86",2012-01-20
"1,124.55",2012-01-19
"1,133.16",2012-01-18
"1,135.44",2012-01-17
"1,143.36",2012-01-16
,2012-01-15
,2012-01-14
"1,140.19",2012-01-13
"1,147.12",2012-01-12
"1,147.81",2012-01-11
"1,145.53",2012-01-10
"1,152.96",2012-01-09
,2012-01-08
,2012-01-07
"1,144.44",2012-01-06
"1,137.51",2012-01-05
"1,135.73",2012-01-04
"1,140.68",2012-01-03
"1,142.56",2012-01-02
,2012-01-01
,2011-12-31
"1,141.77",2011-12-30
"1,145.14",2011-12-29
"1,147.12",2011-12-28
"1,141.47",2011-12-27
"1,135.44",2011-12-26
,2011-12-25
,2011-12-24
"1,138.80",2011-12-23
"1,141.97",2011-12-22
"1,144.94",2011-12-21
"1,158.80",2011-12-20
"1,151.18",2011-12-19
,2011-12-18
,2011-12-17
"1,142.56",2011-12-16
"1,148.90",2011-12-15
"1,148.21",2011-12-14
"1,145.43",2011-12-13
"1,132.66",2011-12-12
,2011-12-11
,2011-12-10
"1,127.71",2011-12-09
"1,119.89",2011-12-08
"1,115.83",2011-12-07
"1,119.40",2011-12-06
"1,117.52",2011-12-05
,2011-12-04
,2011-12-03
"1,114.74",2011-12-02
"1,115.93",2011-12-01
"1,128.11",2011-11-30
"1,142.07",2011-11-29
"1,145.53",2011-11-28
,2011-11-27
,2011-11-26
"1,146.62",2011-11-25
"1,146.13",2011-11-24
"1,134.54",2011-11-23
"1,132.17",2011-11-22
"1,129.40",2011-11-21
,2011-11-20
,2011-11-19
"1,126.82",2011-11-18
"1,131.57",2011-11-17
"1,120.09",2011-11-16
"1,113.75",2011-11-15
"1,109.30",2011-11-14
,2011-11-13
,2011-11-12
"1,119",2011-11-11
"1,123.26",2011-11-10
"1,101.58",2011-11-09
"1,104.05",2011-11-08
"1,101.97",2011-11-07
,2011-11-06
,2011-11-05
"1,103.46",2011-11-04
"1,121.48",2011-11-03
"1,117.22",2011-11-02
"1,102.27",2011-11-01
"1,089.20",2011-10-31
,2011-10-30
,2011-10-29
"1,092.27",2011-10-28
"1,118.90",2011-10-27
"1,119.50",2011-10-26
"1,118.61",2011-10-25
"1,128.60",2011-10-24
,2011-10-23
,2011-10-22
"1,137.51",2011-10-21
"1,123.85",2011-10-20
"1,130.68",2011-10-19
"1,137.12",2011-10-18
"1,136.52",2011-10-17
,2011-10-16
,2011-10-15
"1,152.36",2011-10-14
"1,146.13",2011-10-13
"1,163.45",2011-10-12
"1,150.98",2011-10-11
"1,160.28",2011-10-10
,2011-10-09
,2011-10-08
"1,171.67",2011-10-07
"1,172.56",2011-10-06
"1,180.58",2011-10-05
"1,194.84",2011-10-04
,2011-10-03
,2011-10-02
,2011-10-01
"1,167.02",2011-09-30
"1,169.39",2011-09-29
"1,161.47",2011-09-28
,2011-09-27
"1,176.62",2011-09-26
,2011-09-25
,2011-09-24
"1,178.60",2011-09-23
"1,166.42",2011-09-22
"1,134.74",2011-09-21
"1,134.35",2011-09-20
"1,104.25",2011-09-19
,2011-09-18
,2011-09-17
"1,102.07",2011-09-16
"1,090.19",2011-09-15
"1,082.27",2011-09-14
,2011-09-13
,2011-09-12
,2011-09-11
,2011-09-10
"1,064.55",2011-09-09
"1,060",2011-09-08
"1,060.79",2011-09-07
"1,058.61",2011-09-06
"1,058.61",2011-09-05
,2011-09-04
,2011-09-03
"1,051.48",2011-09-02
"1,053.56",2011-09-01
"1,062.57",2011-08-31
"1,061.28",2011-08-30
"1,067.92",2011-08-29
,2011-08-28
,2011-08-27
"1,073.07",2011-08-26
"1,072.87",2011-08-25
"1,066.93",2011-08-24
"1,071.88",2011-08-23
"1,072.37",2011-08-22
,2011-08-21
,2011-08-20
"1,071.18",2011-08-19
"1,061.09",2011-08-18
"1,062.18",2011-08-17
"1,059.11",2011-08-16
,2011-08-15
,2011-08-14
,2011-08-13
"1,064.95",2011-08-12
"1,077.72",2011-08-11
"1,069.90",2011-08-10
"1,080.49",2011-08-09
"1,058.02",2011-08-08
,2011-08-07
,2011-08-06
"1,058.91",2011-08-05
"1,045.94",2011-08-04
"1,047.33",2011-08-03
"1,040.40",2011-08-02
"1,038.81",2011-08-01
,2011-07-31
,2011-07-30
"1,042.67",2011-07-29
"1,042.08",2011-07-28
"1,040.20",2011-07-27
"1,043.56",2011-07-26
"1,043.27",2011-07-25
,2011-07-24
,2011-07-23
"1,041.29",2011-07-22
"1,044.95",2011-07-21
"1,044.65",2011-07-20
"1,048.91",2011-07-19
"1,051.48",2011-07-18
,2011-07-17
,2011-07-16
"1,046.24",2011-07-15
"1,044.75",2011-07-14
"1,053.56",2011-07-13
"1,056.33",2011-07-12
"1,050.79",2011-07-11
,2011-07-10
,2011-07-09
"1,048.91",2011-07-08
"1,054.26",2011-07-07
"1,054.65",2011-07-06
"1,054.26",2011-07-05
"1,053.46",2011-07-04
,2011-07-03
,2011-07-02
"1,057.42",2011-07-01
"1,061.19",2011-06-30
"1,067.13",2011-06-29
"1,070",2011-06-28
"1,076.04",2011-06-27
,2011-06-26
,2011-06-25
"1,066.83",2011-06-24
"1,065.64",2011-06-23
"1,063.76",2011-06-22
"1,071.98",2011-06-21
"1,071.18",2011-06-20
,2011-06-19
,2011-06-18
"1,075.05",2011-06-17
"1,076.13",2011-06-16
"1,070.49",2011-06-15
"1,074.55",2011-06-14
"1,074.55",2011-06-13
,2011-06-12
,2011-06-11
"1,069.20",2011-06-10
"1,072.08",2011-06-09
"1,069.30",2011-06-08
"1,068.91",2011-06-07
,2011-06-06
,2011-06-05
,2011-06-04
"1,065.24",2011-06-03
"1,068.91",2011-06-02
"1,067.32",2011-06-01
"1,065.84",2011-05-31
"1,070.19",2011-05-30
,2011-05-29
,2011-05-28
"1,072.27",2011-05-27
"1,079.80",2011-05-26
"1,082.77",2011-05-25
"1,083.46",2011-05-24
"1,077.82",2011-05-23
,2011-05-22
,2011-05-21
"1,072.47",2011-05-20
"1,075.74",2011-05-19
"1,075.64",2011-05-18
"1,081.78",2011-05-17
"1,083.66",2011-05-16
,2011-05-15
,2011-05-14
"1,075.84",2011-05-13
"1,070.39",2011-05-12
"1,063.76",2011-05-11
,2011-05-10
"1,069.70",2011-05-09
,2011-05-08
,2011-05-07
"1,075.44",2011-05-06
,2011-05-05
"1,063.07",2011-05-04
"1,058.02",2011-05-03
"1,056.24",2011-05-02
,2011-05-01
,2011-04-30
"1,063.17",2011-04-29
"1,061.19",2011-04-28
"1,070.39",2011-04-27
"1,075.34",2011-04-26
"1,070",2011-04-25
,2011-04-24
,2011-04-23
"1,070.89",2011-04-22
"1,069.80",2011-04-21
"1,072.77",2011-04-20
"1,081.28",2011-04-19
"1,079.50",2011-04-18
,2011-04-17
,2011-04-16
"1,075.34",2011-04-15
"1,078.71",2011-04-14
"1,081.78",2011-04-13
"1,079.90",2011-04-12
"1,073.36",2011-04-11
,2011-04-10
,2011-04-09
"1,076.33",2011-04-08
"1,077.22",2011-04-07
"1,074.75",2011-04-06
"1,078.11",2011-04-05
"1,075.84",2011-04-04
,2011-04-03
,2011-04-02
"1,086.23",2011-04-01
"1,090.89",2011-03-31
"1,097.72",2011-03-30
"1,103.95",2011-03-29
"1,103.16",2011-03-28
,2011-03-27
,2011-03-26
"1,104.65",2011-03-25
"1,112.17",2011-03-24
"1,113.66",2011-03-23
"1,111.28",2011-03-22
"1,116.63",2011-03-21
,2011-03-20
,2011-03-19
"1,119.40",2011-03-18
"1,126.82",2011-03-17
"1,120.68",2011-03-16
"1,115.24",2011-03-15
"1,114.55",2011-03-14
,2011-03-13
,2011-03-12
"1,113.06",2011-03-11
"1,102.77",2011-03-10
"1,102.96",2011-03-09
"1,107.22",2011-03-08
"1,105.14",2011-03-07
,2011-03-06
,2011-03-05
"1,106.03",2011-03-04
"1,112.37",2011-03-03
"1,116.63",2011-03-02
,2011-03-01
"1,118.11",2011-02-28
,2011-02-27
,2011-02-26
"1,117.32",2011-02-25
"1,114.15",2011-02-24
"1,114.05",2011-02-23
"1,113.26",2011-02-22
"1,103.16",2011-02-21
,2011-02-20
,2011-02-19
"1,102.86",2011-02-18
"1,104.65",2011-02-17
"1,110.19",2011-02-16
"1,113.56",2011-02-15
"1,112.07",2011-02-14
,2011-02-13
,2011-02-12
"1,104.84",2011-02-11
"1,100.79",2011-02-10
"1,092.57",2011-02-09
"1,093.86",2011-02-08
"1,096.23",2011-02-07
,2011-02-06
,2011-02-05
,2011-02-04
,2011-02-03
,2011-02-02
"1,106.43",2011-02-01
"1,112.67",2011-01-31
,2011-01-30
,2011-01-29
"1,102.67",2011-01-28
"1,103.26",2011-01-27
"1,108.21",2011-01-26
"1,106.03",2011-01-25
"1,107.32",2011-01-24
,2011-01-23
,2011-01-22
"1,110.98",2011-01-21
"1,105.44",2011-01-20
"1,102.07",2011-01-19
"1,106.03",2011-01-18
"1,101.18",2011-01-17
,2011-01-16
,2011-01-15
"1,103.26",2011-01-14
"1,101.18",2011-01-13
"1,110.69",2011-01-12
"1,117.02",2011-01-11
"1,110.49",2011-01-10
,2011-01-09
,2011-01-08
"1,112.67",2011-01-07
"1,112.47",2011-01-06
"1,112.86",2011-01-05
"1,111.97",2011-01-04
"1,116.72",2011-01-03
,2011-01-02
,2011-01-01
"1,123.46",2010-12-31
"1,129.20",2010-12-30
"1,136.23",2010-12-29
"1,135.83",2010-12-28
"1,139.40",2010-12-27
,2010-12-26
,2010-12-25
"1,142.66",2010-12-24
"1,141.38",2010-12-23
"1,143.95",2010-12-22
"1,144.74",2010-12-21
"1,155.43",2010-12-20
,2010-12-19
,2010-12-18
"1,140.29",2010-12-17
"1,145.43",2010-12-16
"1,136.72",2010-12-15
"1,131.38",2010-12-14
"1,130.09",2010-12-13
,2010-12-12
,2010-12-11
"1,128.01",2010-12-10
"1,127.42",2010-12-09
"1,126.23",2010-12-08
"1,124.74",2010-12-07
"1,123.16",2010-12-06
,2010-12-05
,2010-12-04
"1,133.65",2010-12-03
"1,135.34",2010-12-02
"1,145.83",2010-12-01
"1,143.45",2010-11-30
"1,149.89",2010-11-29
,2010-11-28
,2010-11-27
"1,130.09",2010-11-26
"1,136.52",2010-11-25
"1,142.07",2010-11-24
"1,120.68",2010-11-23
"1,116.82",2010-11-22
,2010-11-21
,2010-11-20
"1,119.30",2010-11-19
"1,127.12",2010-11-18
"1,126.13",2010-11-17
"1,121.18",2010-11-16
"1,119.69",2010-11-15
,2010-11-14
,2010-11-13
"1,100.79",2010-11-12
"1,098.21",2010-11-11
"1,105.04",2010-11-10
"1,107.32",2010-11-09
"1,101.58",2010-11-08
,2010-11-07
,2010-11-06
"1,094.15",2010-11-05
"1,096.63",2010-11-04
"1,098.51",2010-11-03
"1,105.34",2010-11-02
"1,107.32",2010-11-01
,2010-10-31
,2010-10-30
"1,114.74",2010-10-29
"1,115.14",2010-10-28
"1,108.80",2010-10-27
"1,106.33",2010-10-26
"1,105.34",2010-10-25
,2010-10-24
,2010-10-23
"1,120.19",2010-10-22
"1,112.57",2010-10-21
"1,124.25",2010-10-20
"1,105.64",2010-10-19
"1,104.25",2010-10-18
,2010-10-17
,2010-10-16
"1,103.56",2010-10-15
"1,104.55",2010-10-14
"1,107.91",2010-10-13
"1,113.95",2010-10-12
"1,102.86",2010-10-11
,2010-10-10
,2010-10-09
"1,111.38",2010-10-08
"1,107.42",2010-10-07
"1,111.08",2010-10-06
"1,113.95",2010-10-05
"1,114.05",2010-10-04
,2010-10-03
,2010-10-02
"1,125.34",2010-10-01
"1,129.69",2010-09-30
"1,131.97",2010-09-29
"1,137.61",2010-09-28
"1,136.52",2010-09-27
,2010-09-26
,2010-09-25
"1,145.93",2010-09-24
,2010-09-23
,2010-09-22
,2010-09-21
"1,151.08",2010-09-20
,2010-09-19
,2010-09-18
"1,153.16",2010-09-17
"1,151.08",2010-09-16
"1,146.82",2010-09-15
"1,151.18",2010-09-14
"1,149",2010-09-13
,2010-09-12
,2010-09-11
"1,155.73",2010-09-10
"1,160.28",2010-09-09
"1,165.43",2010-09-08
"1,164.34",2010-09-07
"1,160.98",2010-09-06
,2010-09-05
,2010-09-04
"1,166.42",2010-09-03
"1,167.71",2010-09-02
"1,181.07",2010-09-01
"1,184.74",2010-08-31
"1,176.72",2010-08-30
,2010-08-29
,2010-08-28
"1,181.47",2010-08-27
"1,186.82",2010-08-26
"1,181.97",2010-08-25
"1,175.73",2010-08-24
"1,171.17",2010-08-23
,2010-08-22
,2010-08-21
"1,167.91",2010-08-20
"1,160.78",2010-08-19
"1,163.25",2010-08-18
"1,171.08",2010-08-17
"1,184.54",2010-08-16
,2010-08-15
,2010-08-14
"1,176.92",2010-08-13
"1,183.85",2010-08-12
"1,165.23",2010-08-11
"1,153.16",2010-08-10
"1,145.73",2010-08-09
,2010-08-08
,2010-08-07
"1,155.63",2010-08-06
"1,156.23",2010-08-05
"1,159.29",2010-08-04
"1,155.83",2010-08-03
"1,160.19",2010-08-02
,2010-08-01
,2010-07-31
"1,174.74",2010-07-30
"1,175.93",2010-07-29
"1,176.03",2010-07-28
"1,173.15",2010-07-27
"1,184.84",2010-07-26
,2010-07-25
,2010-07-24
"1,184.64",2010-07-23
"1,195.43",2010-07-22
"1,192.06",2010-07-21
"1,204.14",2010-07-20
"1,202.06",2010-07-19
,2010-07-18
,2010-07-17
"1,187.71",2010-07-16
"1,194.34",2010-07-15
"1,189.19",2010-07-14
"1,185.73",2010-07-13
"1,183.15",2010-07-12
,2010-07-11
,2010-07-10
"1,192.36",2010-07-09
"1,200.28",2010-07-08
"1,210.77",2010-07-07
"1,218.50",2010-07-06
"1,209.59",2010-07-05
,2010-07-04
,2010-07-03
"1,211.27",2010-07-02
"1,216.71",2010-07-01
"1,225.43",2010-06-30
"1,192.56",2010-06-29
"1,186.92",2010-06-28
,2010-06-27
,2010-06-26
"1,189.98",2010-06-25
"1,173.45",2010-06-24
"1,182.06",2010-06-23
"1,173.15",2010-06-22
"1,167.21",2010-06-21
,2010-06-20
,2010-06-19
"1,195.33",2010-06-18
"1,201.57",2010-06-17
"1,200.38",2010-06-16
"1,209.19",2010-06-15
"1,211.07",2010-06-14
,2010-06-13
,2010-06-12
"1,224.04",2010-06-11
"1,253.05",2010-06-10
"1,226.32",2010-06-09
"1,219.29",2010-06-08
"1,225.13",2010-06-07
,2010-06-06
,2010-06-05
"1,191.47",2010-06-04
"1,195.92",2010-06-03
,2010-06-02
"1,193.55",2010-06-01
"1,198.89",2010-05-31
,2010-05-30
,2010-05-29
"1,194.44",2010-05-28
"1,230.38",2010-05-27
"1,236.02",2010-05-26
"1,231.56",2010-05-25
"1,206.81",2010-05-24
,2010-05-23
,2010-05-22
,2010-05-21
"1,164.74",2010-05-20
"1,153.85",2010-05-19
"1,138.90",2010-05-18
"1,132.07",2010-05-17
,2010-05-16
,2010-05-15
"1,124.45",2010-05-14
"1,120.68",2010-05-13
"1,123.65",2010-05-12
"1,117.02",2010-05-11
"1,124.55",2010-05-10
,2010-05-09
,2010-05-08
"1,153.85",2010-05-07
"1,123.75",2010-05-06
,2010-05-05
"1,102.37",2010-05-04
"1,102.37",2010-05-03
,2010-05-02
,2010-05-01
"1,097.12",2010-04-30
"1,103.95",2010-04-29
"1,109.89",2010-04-28
"1,093.95",2010-04-27
"1,093.66",2010-04-26
,2010-04-25
,2010-04-24
"1,099.50",2010-04-23
"1,098.71",2010-04-22
"1,101.08",2010-04-21
"1,103.36",2010-04-20
"1,105.24",2010-04-19
,2010-04-18
,2010-04-17
"1,103.56",2010-04-16
"1,098.81",2010-04-15
"1,105.74",2010-04-14
"1,105.93",2010-04-13
"1,100.88",2010-04-12
,2010-04-11
,2010-04-10
"1,107.62",2010-04-09
"1,111.38",2010-04-08
"1,111.38",2010-04-07
"1,111.68",2010-04-06
"1,113.36",2010-04-05
,2010-04-04
,2010-04-03
"1,113.56",2010-04-02
"1,117.62",2010-04-01
"1,121.28",2010-03-31
"1,119.40",2010-03-30
"1,128.80",2010-03-29
,2010-03-28
,2010-03-27
"1,131.67",2010-03-26
"1,129.30",2010-03-25
"1,124.05",2010-03-24
"1,123.26",2010-03-23
"1,124.94",2010-03-22
,2010-03-21
,2010-03-20
"1,122.07",2010-03-19
"1,119.40",2010-03-18
"1,119.40",2010-03-17
"1,123.75",2010-03-16
"1,122.17",2010-03-15
,2010-03-14
,2010-03-13
"1,120.88",2010-03-12
"1,116.43",2010-03-11
"1,122.57",2010-03-10
"1,122.66",2010-03-09
"1,122.86",2010-03-08
,2010-03-07
,2010-03-06
"1,130.88",2010-03-05
"1,132.37",2010-03-04
"1,134.84",2010-03-03
"1,141.87",2010-03-02
,2010-03-01
,2010-02-28
,2010-02-27
"1,148.21",2010-02-26
"1,144.94",2010-02-25
"1,145.83",2010-02-24
"1,136.52",2010-02-23
"1,140.39",2010-02-22
,2010-02-21
,2010-02-20
"1,144.54",2010-02-19
"1,134.05",2010-02-18
"1,132.07",2010-02-17
"1,142.07",2010-02-16
,2010-02-15
,2010-02-14
,2010-02-13
"1,144.94",2010-02-12
"1,145.53",2010-02-11
"1,144.74",2010-02-10
"1,156.82",2010-02-09
"1,160.28",2010-02-08
,2010-02-07
,2010-02-06
"1,159.79",2010-02-05
"1,141.77",2010-02-04
"1,140.09",2010-02-03
"1,146.42",2010-02-02
"1,148.90",2010-02-01
,2010-01-31
,2010-01-30
"1,147.51",2010-01-29
"1,149.39",2010-01-28
"1,148.90",2010-01-27
"1,131.87",2010-01-26
"1,137.22",2010-01-25
,2010-01-24
,2010-01-23
"1,137.22",2010-01-22
"1,126.53",2010-01-21
"1,116.72",2010-01-20
"1,112.17",2010-01-19
"1,117.12",2010-01-18
,2010-01-17
,2010-01-16
"1,110.98",2010-01-15
"1,111.87",2010-01-14
"1,115.73",2010-01-13
"1,112.07",2010-01-12
"1,110.09",2010-01-11
,2010-01-10
,2010-01-09
"1,122.76",2010-01-08
"1,120.68",2010-01-07
"1,129.99",2010-01-06
"1,135.83",2010-01-05
"1,149.39",2010-01-04
,2010-01-03
,2010-01-02
,2010-01-01
"1,158.70",2009-12-31
"1,158.70",2009-12-30
"1,158.70",2009-12-29
"1,158.11",2009-12-28
,2009-12-27
,2009-12-26
,2009-12-25
"1,165.63",2009-12-24
"1,171.87",2009-12-23
"1,173.45",2009-12-22
"1,168.70",2009-12-21
,2009-12-20
,2009-12-19
"1,168.60",2009-12-18
"1,157.51",2009-12-17
"1,154.05",2009-12-16
"1,149.39",2009-12-15
"1,154.64",2009-12-14
,2009-12-13
,2009-12-12
"1,153.45",2009-12-11
"1,150.29",2009-12-10
"1,148.01",2009-12-09
"1,142.17",2009-12-08
"1,145.14",2009-12-07
,2009-12-06
,2009-12-05
"1,141.47",2009-12-04
"1,142.96",2009-12-03
"1,142.37",2009-12-02
"1,150.29",2009-12-01
"1,151.08",2009-11-30
,2009-11-29
,2009-11-28
"1,150.98",2009-11-27
"1,141.18",2009-11-26
"1,145.34",2009-11-25
"1,145.24",2009-11-24
"1,146.82",2009-11-23
,2009-11-22
,2009-11-21
"1,152.36",2009-11-20
"1,142.37",2009-11-19
"1,142.07",2009-11-18
"1,140.09",2009-11-17
"1,145.04",2009-11-16
,2009-11-15
,2009-11-14
"1,149.39",2009-11-13
"1,144.44",2009-11-12
"1,146.92",2009-11-11
"1,146.13",2009-11-10
"1,150.09",2009-11-09
,2009-11-08
,2009-11-07
"1,160.88",2009-11-06
"1,166.52",2009-11-05
"1,169.10",2009-11-04
"1,165.23",2009-11-03
"1,177.91",2009-11-02
,2009-11-01
,2009-10-31
"1,172.86",2009-10-30
"1,191.37",2009-10-29
"1,182.46",2009-10-28
"1,174.44",2009-10-27
"1,170.09",2009-10-26
,2009-10-25
,2009-10-24
"1,175.83",2009-10-23
"1,166.22",2009-10-22
"1,164.74",2009-10-21
"1,156.13",2009-10-20
"1,161.87",2009-10-19
,2009-10-18
,2009-10-17
"1,146.23",2009-10-16
"1,148.11",2009-10-15
"1,157.91",2009-10-14
"1,155.43",2009-10-13
"1,159.69",2009-10-12
,2009-10-11
,2009-10-10
"1,155.04",2009-10-09
"1,157.61",2009-10-08
"1,158.70",2009-10-07
"1,160.19",2009-10-06
"1,162.07",2009-10-05
,2009-10-04
,2009-10-03
,2009-10-02
"1,161.67",2009-10-01
"1,171.77",2009-09-30
"1,181.07",2009-09-29
"1,177.81",2009-09-28
,2009-09-27
,2009-09-26
"1,186.02",2009-09-25
"1,183.75",2009-09-24
"1,184.44",2009-09-23
"1,193.05",2009-09-22
"1,194.34",2009-09-21
,2009-09-20
,2009-09-19
"1,196.72",2009-09-18
"1,195.13",2009-09-17
"1,199.29",2009-09-16
"1,209.98",2009-09-15
"1,213.55",2009-09-14
,2009-09-13
,2009-09-12
"1,211.17",2009-09-11
"1,214.54",2009-09-10
"1,212.06",2009-09-09
"1,218.50",2009-09-08
"1,223.05",2009-09-07
,2009-09-06
,2009-09-05
"1,233.94",2009-09-04
"1,234.83",2009-09-03
"1,238.79",2009-09-02
"1,236.32",2009-09-01
"1,233.35",2009-08-31
,2009-08-30
,2009-08-29
"1,233.35",2009-08-28
"1,236.32",2009-08-27
"1,236.32",2009-08-26
"1,234.83",2009-08-25
"1,230.48",2009-08-24
,2009-08-23
,2009-08-22
"1,231.56",2009-08-21
"1,236.02",2009-08-20
"1,236.91",2009-08-19
"1,243.44",2009-08-18
"1,234.04",2009-08-17
,2009-08-16
,2009-08-15
"1,220.28",2009-08-14
"1,224.63",2009-08-13
"1,233.64",2009-08-12
"1,223.94",2009-08-11
"1,210.28",2009-08-10
,2009-08-09
,2009-08-08
"1,214.14",2009-08-07
"1,210.68",2009-08-06
"1,208.20",2009-08-05
"1,205.82",2009-08-04
"1,208.99",2009-08-03
,2009-08-02
,2009-08-01
"1,220.18",2009-07-31
"1,229.09",2009-07-30
"1,225.43",2009-07-29
"1,232.26",2009-07-28
"1,235.92",2009-07-27
,2009-07-26
,2009-07-25
"1,234.14",2009-07-24
"1,239.78",2009-07-23
"1,240.08",2009-07-22
"1,236.02",2009-07-21
"1,242.65",2009-07-20
,2009-07-19
,2009-07-18
"1,249.68",2009-07-17
"1,254.53",2009-07-16
"1,271.07",2009-07-15
