,time,096770,010950,009830,020560,003490,004870
1,2019-06-10,162500,85000,21350,6030,32500,2130
2,2019-06-07,160500,81700,21350,6010,32500,2115
3,2019-06-05,161500,81700,21750,6010,32100,2100
4,2019-06-04,163000,82300,21700,6000,31950,2040
5,2019-06-03,164000,82000,21150,5910,31700,2030
6,2019-05-31,165000,83500,20650,6000,31550,2000
7,2019-05-30,165000,82300,20650,6710,31550,2015
8,2019-05-29,162500,81300,20400,5910,31700,2015
9,2019-05-28,161000,81300,21050,5960,31950,2075
10,2019-05-27,164500,81200,20850,5690,31800,2030
11,2019-05-24,165000,81000,21250,5800,31850,2045
12,2019-05-23,169500,82100,21300,5580,30700,2080
13,2019-05-22,167500,83100,21850,5700,30700,2145
14,2019-05-21,168500,84100,21000,5560,31500,2150
15,2019-05-20,165000,83100,20750,5810,31900,2190
16,2019-05-17,168000,84500,21200,5850,32050,2250
17,2019-05-16,168000,83800,21250,5990,32800,2290
18,2019-05-15,170000,85100,21500,5910,33400,2275
19,2019-05-14,166000,82300,20400,5960,33150,2260
20,2019-05-13,167500,82700,20350,5940,32450,2225
21,2019-05-10,170500,85900,21100,5880,32150,2340
22,2019-05-09,169000,87200,20950,6090,32600,2410
23,2019-05-08,176000,89000,20800,6100,32950,2525
24,2019-05-07,177000,89600,20250,6300,33550,2555
25,2019-05-03,180000,90900,20600,6440,33700,2535
26,2019-05-02,183000,91800,20550,6440,33150,2535
27,2019-04-30,182500,92200,20600,6610,33150,2530
28,2019-04-29,187000,92000,21000,6210,33150,2455
29,2019-04-26,186500,92300,20050,6540,33300,2440
30,2019-04-25,188500,93700,20800,6460,33750,2450
31,2019-04-24,193500,96000,20800,6670,34800,2445
32,2019-04-23,193500,94700,21100,7720,34650,2480
33,2019-04-22,190000,93600,21800,8210,35150,2470
34,2019-04-19,191000,93900,21800,8150,35200,2480
35,2019-04-18,190500,94600,21650,7330,35500,2460
36,2019-04-17,192000,95100,22600,7120,35900,2510
37,2019-04-16,192000,94900,22600,8450,35850,2515
38,2019-04-15,193500,96600,22750,7280,37750,2595
39,2019-04-12,185000,92100,22700,5600,35600,2530
40,2019-04-11,185500,92000,22950,4330,33100,2470
41,2019-04-10,184000,92700,23000,3830,32950,2415
42,2019-04-09,185500,93500,23150,3695,32050,2390
43,2019-04-08,185500,95400,22800,3635,32500,2400
44,2019-04-05,185000,92800,22850,3600,31900,2400
45,2019-04-04,183500,92000,22900,3650,31950,2420
46,2019-04-03,184000,92800,22750,3550,32100,2335
47,2019-04-02,182500,90300,22100,3565,31950,2330
48,2019-04-01,181500,90500,21750,3510,32550,2375
49,2019-03-29,179500,89600,20900,3510,31850,2385
50,2019-03-28,186500,90500,20900,3520,31450,2335
51,2019-03-27,188000,91500,21300,3420,33200,2360
52,2019-03-26,187500,92300,20850,3435,32400,2435
53,2019-03-25,191000,93700,21500,4040,32000,2450
54,2019-03-22,195500,96100,22050,4040,32600,2535
55,2019-03-21,195000,97200,22550,4040,32450,2535
56,2019-03-20,195500,96600,22700,4050,33450,2600
57,2019-03-19,195000,97000,23250,4065,33450,2645
58,2019-03-18,193000,96500,23600,4110,34350,2685
59,2019-03-15,192500,96400,23500,4140,33550,2635
60,2019-03-14,190000,94900,23250,4100,32950,2680
61,2019-03-13,186000,92300,23200,4115,32900,2545
62,2019-03-12,190000,92800,23200,4110,33750,2560
63,2019-03-11,188500,92400,22700,4050,33950,2470
64,2019-03-08,192000,96300,22550,4145,34700,2525
65,2019-03-07,190000,102000,22550,4160,35400,2545
66,2019-03-06,192000,105000,23350,4155,35800,2620
67,2019-03-05,188000,102000,23200,4190,35750,2745
68,2019-03-04,183500,100500,23600,4205,36550,2800
69,2019-02-28,188000,100000,23400,4220,36800,2710
70,2019-02-27,188000,102000,23800,4295,36950,2830
71,2019-02-26,181000,99700,23400,4280,36750,2820
72,2019-02-25,184000,100500,23450,4210,36550,2810
73,2019-02-22,184000,102000,23100,4190,36400,2820
74,2019-02-21,188000,102000,23350,4200,36100,2810
75,2019-02-20,192000,104500,23200,4195,36000,2780
76,2019-02-19,188000,107500,21800,4210,35050,2815
77,2019-02-18,186500,109000,21650,4260,35250,2810
78,2019-02-15,182000,105500,21200,4410,36200,2745
79,2019-02-14,183500,105000,21850,4345,36900,2850
80,2019-02-13,184000,104000,22050,4325,35750,2625
81,2019-02-12,183500,101500,21350,4325,35550,2585
82,2019-02-11,185500,103500,21700,4370,35350,2605
83,2019-02-08,183500,102000,21900,4305,35500,2635
84,2019-02-07,185500,104500,22700,4370,35650,2640
85,2019-02-01,186000,104500,22250,4380,35750,2600
86,2019-01-31,188500,104500,22450,4365,36400,2605
87,2019-01-30,185500,103500,22600,4355,36950,2620
88,2019-01-29,185500,103000,21900,4335,35300,2600
89,2019-01-28,181000,99000,22000,4320,35150,2580
90,2019-01-25,185500,99400,21450,4320,34800,2610
91,2019-01-24,179500,97800,21050,4290,36350,2600
92,2019-01-23,180500,98700,21300,4255,36450,2570
93,2019-01-22,181500,100000,21250,4210,36000,2570
94,2019-01-21,181500,99600,21750,4220,36400,2620
95,2019-01-18,183500,98200,21450,4305,36550,2650
96,2019-01-17,182500,98000,21500,4265,36500,2565
97,2019-01-16,178500,96500,21500,4285,35200,2575
98,2019-01-15,180000,96700,21550,4260,34200,2580
99,2019-01-14,178000,98200,21550,4255,33900,2540
100,2019-01-11,179500,98000,21400,4220,33200,2535
101,2019-01-10,181500,96900,20200,4185,33600,2525
102,2019-01-09,180000,94800,20200,4240,34000,2540
103,2019-01-08,177000,93500,19400,4220,33900,2450
104,2019-01-07,174000,96300,19550,4190,33500,2470
105,2019-01-04,169000,92600,19250,4115,32350,2360
106,2019-01-03,166500,91000,19000,4070,31800,2310
107,2019-01-02,169000,91300,19800,4090,32400,2350
108,2018-12-28,179500,97700,20200,4135,33050,2380
109,2018-12-27,179000,101000,19950,4195,33450,2280
110,2018-12-26,182000,103500,19850,4075,32950,2225
111,2018-12-24,181000,102000,20300,4145,33400,2280
112,2018-12-21,182500,104000,20400,4260,34000,2335
113,2018-12-20,180000,104500,20000,4275,34000,2380
114,2018-12-19,178500,105000,20600,4230,33850,2400
115,2018-12-18,177500,106000,20050,4175,33050,2330
116,2018-12-17,182500,107000,20800,4290,32800,2415
117,2018-12-14,184500,110500,20500,4275,32650,2480
118,2018-12-13,182500,109500,20200,4405,32000,2530
119,2018-12-12,184500,109000,20000,4280,31300,2480
120,2018-12-11,181500,105500,19850,4275,31700,2485
121,2018-12-10,184000,106500,19150,4335,31100,2485
122,2018-12-07,187500,108500,19450,4370,31700,2790
123,2018-12-06,191500,109000,19600,4350,31000,2875
124,2018-12-05,199000,112000,18700,4415,31600,2870
125,2018-12-04,199000,113500,19050,4540,31250,2855
126,2018-12-03,203500,115000,19350,4465,31700,2910
127,2018-11-30,196500,110500,18900,4510,31900,3015
128,2018-11-29,196500,106000,19000,4510,33400,2975
129,2018-11-28,196000,105000,18550,4505,32400,3080
130,2018-11-27,197000,106500,18500,4490,32650,3115
131,2018-11-26,197000,105500,18350,4445,32750,3115
132,2018-11-23,200500,109000,17900,4265,32550,2510
133,2018-11-22,205500,110000,18100,4280,32500,2540
134,2018-11-21,203500,110500,18500,4325,33450,2600
135,2018-11-20,204500,113000,17800,4290,32900,2625
136,2018-11-19,203000,111500,17850,4175,32600,2685
137,2018-11-16,197000,111000,17300,4190,33400,2670
138,2018-11-15,196000,110500,16650,4170,32550,2565
139,2018-11-14,193500,107000,17000,4105,32500,2610
140,2018-11-13,200000,113000,16600,3970,29700,2425
141,2018-11-12,198000,111500,17700,3955,29450,2505
142,2018-11-09,200000,115000,17700,3935,30000,2580
143,2018-11-08,203500,120000,17800,4000,30000,2580
144,2018-11-07,204000,119000,17450,3945,30200,2590
145,2018-11-06,205500,120000,17800,3920,29350,2505
146,2018-11-05,205000,118500,18300,3875,29000,2480
147,2018-11-02,207000,120500,18000,3840,29350,2480
148,2018-11-01,202500,119000,16350,3665,28050,2330
149,2018-10-31,213500,124000,16150,3650,27450,2270
150,2018-10-30,208000,119500,15500,3400,25800,2240
151,2018-10-29,206500,119500,15300,3350,25700,2100
152,2018-10-26,205000,125000,16650,3515,26350,2200
153,2018-10-25,210000,130500,17350,3630,27250,2345
154,2018-10-24,207000,127000,16850,3760,27250,2440
155,2018-10-23,207000,125000,16750,3755,26300,2510
156,2018-10-22,214000,129000,17350,3890,26950,2660
157,2018-10-19,212500,127500,16650,3905,27000,2685
158,2018-10-18,220000,134000,16800,3850,26750,2670
159,2018-10-17,219000,133500,17200,3855,25950,2790
160,2018-10-16,213500,126500,16550,3840,25700,2800
161,2018-10-15,215000,128000,16500,3820,25550,2600
162,2018-10-12,211500,129500,16850,3905,25750,2635
163,2018-10-11,206000,129000,16750,3820,25450,2570
164,2018-10-10,216000,132500,17950,4060,27150,2685
165,2018-10-08,217500,133000,18850,4175,27600,2865
166,2018-10-05,224000,136500,18950,4195,27700,2970
167,2018-10-04,223000,134500,18800,4215,27200,2970
168,2018-10-02,225500,136000,19150,4300,27250,3045
169,2018-10-01,223000,137500,18900,4455,28100,3160
170,2018-09-28,215000,137000,19300,4365,28100,3210
171,2018-09-27,208500,136000,19200,4300,28100,3240
172,2018-09-21,200500,130500,18550,4320,28600,3270
173,2018-09-20,198500,129000,18300,4245,28450,3145
174,2018-09-19,201500,132500,18650,4210,28250,3300
175,2018-09-18,202500,130000,18600,4265,28900,3385
176,2018-09-17,201000,126500,18850,4215,28850,3380
177,2018-09-14,203500,129000,19350,4245,29250,3460
178,2018-09-13,201500,128500,19100,4210,28900,3430
179,2018-09-12,201500,125500,18800,4175,27850,3390
180,2018-09-11,202500,126000,18800,4125,27350,3445
181,2018-09-10,199500,121500,19750,4120,27450,3465
182,2018-09-07,192500,119000,19850,4190,27700,3425
183,2018-09-06,191000,120500,19700,4170,27450,3425
184,2018-09-05,191500,119000,19900,4185,27700,3540
185,2018-09-04,193000,120500,20200,4205,27750,3545
186,2018-09-03,194500,121000,20350,4220,28150,3470
187,2018-08-31,193000,119500,20250,4220,28050,3540
188,2018-08-30,192000,120500,20900,4195,27900,3565
189,2018-08-29,195000,122000,21300,4250,28300,3550
190,2018-08-28,195500,121000,20100,4260,28600,3565
191,2018-08-27,197000,122000,19600,4200,28050,3575
192,2018-08-24,197500,123000,19600,4195,27900,3645
193,2018-08-23,195500,119000,19500,4180,27850,3655
194,2018-08-22,194000,120000,20000,4195,27850,3745
195,2018-08-21,197500,122000,20600,4195,27350,3775
196,2018-08-20,200000,125500,20600,4200,27300,3700
197,2018-08-17,201000,125000,20400,4190,27750,3755
198,2018-08-16,199000,122500,19850,4150,27100,3675
199,2018-08-14,199000,121500,20550,4185,27550,3700
200,2018-08-13,192500,118000,20700,4180,27850,3580
201,2018-08-10,192000,117000,21250,4230,28650,3840
202,2018-08-09,189500,117500,21250,4300,29050,3765
203,2018-08-08,188500,116500,20900,4190,28500,3805
204,2018-08-07,189500,117500,21350,4125,28900,3840
205,2018-08-06,190500,115500,21100,4170,28750,3950
206,2018-08-03,189000,115500,21750,4180,29050,3945
207,2018-08-02,191000,114000,20600,4155,28900,4025
208,2018-08-01,196500,116500,21000,4225,29600,4025
209,2018-07-31,198500,117500,21150,4265,29200,4320
210,2018-07-30,204000,117000,21050,4170,28200,4250
211,2018-07-27,198500,113000,21300,4195,28300,4340
212,2018-07-26,202000,116500,20400,4110,28400,4240
213,2018-07-25,195500,114500,20150,4090,28000,4225
214,2018-07-24,194500,113000,20100,4085,27500,4095
215,2018-07-23,196500,112000,20250,4050,27850,4060
216,2018-07-20,193500,113500,20300,4125,27950,4620
217,2018-07-19,194500,116500,20000,4155,28050,4525
218,2018-07-18,191500,114500,20450,4245,28600,4560
219,2018-07-17,193000,115500,20400,4300,29100,4795
220,2018-07-16,198500,116000,20600,4175,28900,4680
221,2018-07-13,192000,109500,20950,4190,29100,4795
222,2018-07-12,190500,106000,20300,4125,28050,4830
223,2018-07-11,190500,106000,20500,4225,28850,4795
224,2018-07-10,192000,107500,21100,4230,28550,4800
225,2018-07-09,193500,105500,21000,4120,27850,4490
226,2018-07-06,193000,105500,20950,4120,27950,4595
227,2018-07-05,189500,102500,20750,4095,27750,4465
228,2018-07-04,186500,102500,20650,4015,27450,4510
229,2018-07-03,184500,102000,20700,4020,27400,4385
230,2018-07-02,188000,102500,20600,4025,27100,4245
231,2018-06-29,202000,109500,21850,4140,28250,4600
232,2018-06-28,201500,112500,21850,4040,27050,4475
233,2018-06-27,202500,113000,21500,4140,28050,4625
234,2018-06-26,207000,115000,22650,4205,28650,4995
235,2018-06-25,206000,112000,22900,4380,28550,5640
236,2018-06-22,202000,110000,22200,4350,28150,5670
237,2018-06-21,204000,111000,21900,4400,28100,5400
238,2018-06-20,204500,110000,22600,4490,29750,5410
239,2018-06-19,205000,109500,22450,4395,29450,5570
240,2018-06-18,213500,113000,23900,4575,30650,6110
241,2018-06-15,214500,111500,24400,4710,32000,6460
242,2018-06-14,213000,109500,24500,5040,33000,6400
243,2018-06-12,215000,111500,25550,5090,33300,6490
244,2018-06-11,214500,112000,25900,4895,32550,6170
245,2018-06-08,210000,111500,25550,4865,31750,6360
246,2018-06-07,208000,113000,25300,4875,31900,6480
247,2018-06-05,206000,109500,25300,4915,32050,6440
248,2018-06-04,207500,110000,25150,4965,32250,6530
249,2018-06-01,203500,108000,25850,4910,32000,6410
250,2018-05-31,206000,107500,25850,4955,31950,6540
251,2018-05-30,199000,106000,26200,4965,32000,6370
252,2018-05-29,204500,108500,27050,4990,32750,6460
253,2018-05-28,203500,108500,27350,5070,32950,6530
254,2018-05-25,202000,109000,26500,4935,31800,6220
255,2018-05-24,204000,109500,27150,5010,32100,6170
256,2018-05-23,205000,112500,27450,5010,31700,6410
257,2018-05-21,207000,112000,28100,5070,32250,6480
258,2018-05-18,206000,111500,28500,5110,32350,6740
259,2018-05-17,204000,107500,27900,5090,32750,6680
260,2018-05-16,202000,106000,28550,5160,33700,6640
261,2018-05-15,204000,106000,29500,5290,34150,6900
262,2018-05-14,205000,106000,29600,5150,34500,6710
263,2018-05-11,205000,106000,29100,5200,34100,6690
264,2018-05-10,203000,106000,29000,5180,32950,6400
265,2018-05-09,202000,106000,27500,5330,33450,6420
266,2018-05-08,200000,106000,27350,5140,33350,6320
267,2018-05-04,197500,108000,28100,5290,34150,6410
268,2018-05-03,206500,110500,28750,5260,33450,6350
269,2018-05-02,208500,110000,28950,5280,33950,6090
270,2018-04-30,196500,110000,28950,5300,34150,5960
271,2018-04-27,192000,109500,28700,5130,33900,6030
272,2018-04-26,194500,110500,28750,5090,33750,6030
273,2018-04-25,193500,110000,28400,5080,34450,5850
274,2018-04-24,199500,115000,28900,5180,34250,5960
275,2018-04-23,201000,115500,29400,5100,34250,6020
276,2018-04-20,199000,117000,29500,5240,33350,6280
277,2018-04-19,198000,116000,29150,5250,33400,5850
278,2018-04-18,199000,116500,29750,5290,34400,5970
279,2018-04-17,198500,117000,28800,5250,33700,6020
280,2018-04-16,202500,117500,28600,5200,33100,6100
281,2018-04-13,201000,116000,29350,4995,33950,5900
282,2018-04-12,204500,117500,29750,4960,33550,5750
283,2018-04-11,202000,114500,29800,5100,35900,5830
284,2018-04-10,203000,115000,29350,5010,35950,5990
285,2018-04-09,207500,116000,29550,5020,35450,5840
286,2018-04-06,212500,119000,29550,5110,35550,5910
287,2018-04-05,213500,120000,30050,4940,35550,5790
288,2018-04-04,210000,119000,28600,4960,35400,5750
289,2018-04-03,211000,120000,29500,5030,35950,6070
290,2018-04-02,214000,121000,29300,4920,34350,5730
291,2018-03-30,211000,120000,29800,4765,33800,5800
292,2018-03-29,210000,119500,29550,4760,32700,5640
293,2018-03-28,207000,117000,29150,4635,31300,5120
294,2018-03-27,209500,118000,29950,4700,31850,5210
295,2018-03-26,212000,119000,29400,4515,31200,5160
296,2018-03-23,209500,117000,29450,4510,30800,4970
297,2018-03-22,213500,119500,30550,4685,32350,5240
298,2018-03-21,212000,117500,29350,4720,32500,5310
299,2018-03-20,211500,117000,30050,4750,32900,5580
300,2018-03-19,211000,120000,30450,4800,32750,5650
301,2018-03-16,208500,119500,30750,4820,32950,5310
302,2018-03-15,210000,120500,30600,4705,33150,5290
303,2018-03-14,210000,123000,31000,4715,33350,5240
304,2018-03-13,208500,123500,30600,4740,33250,5010
305,2018-03-12,214500,125000,31350,4880,33850,5010
306,2018-03-09,204500,122000,31300,4840,33900,5030
307,2018-03-08,202500,121000,31050,4615,32700,4800
308,2018-03-07,203500,122500,30800,4715,32450,4705
309,2018-03-06,204500,123000,30950,4675,32400,4975
310,2018-03-05,208500,124500,30800,4570,32150,4870
311,2018-03-02,207500,126000,32200,4740,32550,5090
312,2018-02-28,205500,123500,33200,5040,32650,5210
313,2018-02-27,207000,123000,33600,5050,33900,5420
314,2018-02-26,209000,123500,33800,5060,33900,5180
315,2018-02-23,199500,119000,33800,5170,35150,5240
316,2018-02-22,193000,116000,32400,5170,35000,5250
317,2018-02-21,195500,119500,33500,5300,35350,5220
318,2018-02-20,194500,119500,33450,5240,35400,5200
319,2018-02-19,196500,120000,33550,5340,36400,5260
320,2018-02-14,190500,113000,32250,5100,35400,5190
321,2018-02-13,190000,114500,32150,5180,35400,5030
322,2018-02-12,185500,115000,32100,5150,36200,5230
323,2018-02-09,185000,113500,32350,5030,36000,5090
324,2018-02-08,189000,116000,32600,5070,35500,4830
325,2018-02-07,190500,115500,32400,4970,35250,4660
326,2018-02-06,193000,119500,33550,5200,35700,4800
327,2018-02-05,198500,121500,34000,5140,36050,4675
328,2018-02-02,200000,123000,35400,5350,37450,4925
329,2018-02-01,205500,124000,35700,5400,38350,5450
330,2018-01-31,204500,123000,35200,5410,38550,5140
331,2018-01-30,210000,125500,35500,5410,37800,5130
332,2018-01-29,210000,123500,36200,5460,38350,5280
333,2018-01-26,198000,115500,35700,5400,38550,4980
334,2018-01-25,200000,116500,35550,5330,38000,4100
335,2018-01-24,199500,118000,34650,5240,37850,3850
336,2018-01-23,199000,118500,35700,5170,36400,3795
337,2018-01-22,195000,118000,34700,5090,36350,3775
338,2018-01-19,194500,113000,33750,5140,37000,3745
339,2018-01-18,192500,110500,33300,5140,36650,3660
340,2018-01-17,198000,113500,33850,5190,37450,3705
341,2018-01-16,197500,113000,34350,5340,37350,3710
342,2018-01-15,198500,113000,34400,5380,37600,3715
343,2018-01-12,201000,113500,32550,4995,36750,3490
344,2018-01-11,200500,116000,32850,4680,35950,3485
345,2018-01-10,203000,117500,33750,4630,35750,3540
346,2018-01-09,196000,114000,33950,4605,36300,3520
347,2018-01-08,197500,111500,33750,4630,36100,3500
348,2018-01-05,201500,113000,33700,4550,34900,3650
349,2018-01-04,198500,113500,32500,4530,34900,3640
350,2018-01-03,202500,113500,32900,4625,35750,3640
351,2018-01-02,206500,117000,32550,4670,35900,3600
352,2017-12-28,204500,117000,31600,4535,33850,3495
353,2017-12-27,202000,118000,30350,4540,33450,3470
354,2017-12-26,207500,124500,30300,4470,33500,3450
355,2017-12-22,204000,124500,29950,4430,33150,3325
356,2017-12-21,202500,124000,30150,4465,32850,3320
357,2017-12-20,202000,124500,30350,4640,33850,3380
358,2017-12-19,202500,124000,29800,4645,34350,3320
359,2017-12-18,202500,124000,29700,4690,33700,3430
360,2017-12-15,203500,123500,29950,4730,33900,3490
361,2017-12-14,206000,121000,29750,4730,33550,3545
362,2017-12-13,204000,122500,30200,4670,33100,3500
363,2017-12-12,197000,119000,30900,4570,31000,3495
364,2017-12-11,202000,119000,31300,4635,31500,3560
365,2017-12-08,203000,119000,29900,4485,31550,3520
366,2017-12-07,202500,118500,29900,4565,31800,3570
367,2017-12-06,208000,122000,30350,4680,31750,3660
368,2017-12-05,208500,123500,30700,4860,32050,3780
369,2017-12-04,207500,120000,30250,4775,31050,3685
370,2017-12-01,202500,119000,28900,4610,30750,3885
371,2017-11-30,206500,119500,29250,4640,31350,3950
372,2017-11-29,207500,120500,29750,4700,31300,3950
373,2017-11-28,206500,119500,29750,4620,31600,4035
374,2017-11-27,206000,121000,29900,4480,31850,3970
375,2017-11-24,205000,120000,30250,4510,32500,4155
376,2017-11-23,203500,120000,30150,4560,32600,4100
377,2017-11-22,202500,120000,30350,4490,32200,4025
378,2017-11-21,199000,119000,30050,4595,32150,4040
379,2017-11-20,199500,118000,29950,4740,32950,3920
380,2017-11-17,203500,121000,30300,4840,32750,3945
381,2017-11-16,201000,121000,30800,4350,31050,3860
382,2017-11-15,196000,117500,29350,4240,30000,3635
383,2017-11-14,203000,119500,30100,4330,30700,3640
384,2017-11-13,203000,121000,29900,4405,30600,3625
385,2017-11-10,211000,126000,30700,4380,30500,3625
386,2017-11-09,217500,127500,31150,4440,30400,3580
387,2017-11-08,216500,127000,31350,4395,30600,3535
388,2017-11-07,214000,128000,31200,4495,31300,3580
389,2017-11-06,212000,127500,31650,4585,31900,3700
390,2017-11-03,209000,127000,32250,4520,31100,3700
391,2017-11-02,204500,126500,32850,4535,31000,3645
392,2017-11-01,207500,129000,31600,4615,30950,3655
393,2017-10-31,205000,128500,30450,4625,31650,3730
394,2017-10-30,209000,130000,30400,4465,31400,3845
395,2017-10-27,206000,129500,31800,4540,31850,3760
396,2017-10-26,203500,125500,32250,4530,32300,3815
397,2017-10-25,205000,129000,33350,4120,30500,3820
398,2017-10-24,206500,129500,33650,4115,30200,3825
399,2017-10-23,205000,130000,33150,4110,30250,3700
400,2017-10-20,206000,132000,33150,4180,31150,3680
401,2017-10-19,207500,132000,32700,4210,31050,3740
402,2017-10-18,204000,130500,33700,4150,29400,3580
403,2017-10-17,208000,131500,34050,4185,29750,3625
404,2017-10-16,206500,131500,33400,4190,30300,3525
405,2017-10-13,209500,132000,33350,4195,30100,3370
406,2017-10-12,210000,131000,33450,4225,29900,3410
407,2017-10-11,202500,129000,32600,4170,29750,3500
408,2017-10-10,204500,129000,33000,4230,30200,3400
409,2017-09-29,199000,127500,32450,4225,30800,3450
410,2017-09-28,194500,123000,32550,4170,29800,3095
411,2017-09-27,195500,125000,33450,4215,30450,3100
412,2017-09-26,194500,125000,32950,4195,30550,3115
413,2017-09-25,189500,120000,32300,4090,30900,3050
414,2017-09-22,186500,120000,35600,4200,31500,3170
415,2017-09-21,189000,122000,36900,4255,31800,3165
416,2017-09-20,191000,120000,37400,4285,32900,3345
417,2017-09-19,189500,120500,38000,4345,33400,3485
418,2017-09-18,191000,119000,38000,4300,32450,3515
419,2017-09-15,189000,116500,37350,4335,32450,3545
420,2017-09-14,196000,121000,37050,4295,32900,3625
421,2017-09-13,194000,122000,37550,4340,32800,3670
422,2017-09-12,191500,122500,37050,4400,32850,3690
423,2017-09-11,191000,124000,37050,4365,32750,3560
424,2017-09-08,186500,121000,35650,4300,31750,3470
425,2017-09-07,187000,122500,35700,4310,31750,3465
426,2017-09-06,185000,121000,35350,4285,31850,3405
427,2017-09-05,187000,121500,34300,4405,32150,3470
428,2017-09-04,189500,124500,34800,4390,31950,3430
429,2017-09-01,188500,124000,35400,4515,33050,3570
430,2017-08-31,188500,125500,35350,4485,33200,3585
431,2017-08-30,186000,127500,35000,4525,33150,3515
432,2017-08-29,183500,123000,35150,4500,32650,3560
433,2017-08-28,183500,120000,35000,4550,33050,3570
434,2017-08-25,180500,117000,35700,4550,33150,3585
435,2017-08-24,178000,117500,35200,4560,33450,3650
436,2017-08-23,171000,116000,35150,4555,32650,3575
437,2017-08-22,174500,116500,35400,4625,32800,3680
438,2017-08-21,174000,116500,34950,4585,33000,3670
439,2017-08-18,170500,113500,35300,4645,34150,3820
440,2017-08-17,170000,114000,35300,4755,35400,3845
441,2017-08-16,170500,112500,35100,4825,35650,3690
442,2017-08-14,174000,117000,35500,4875,35650,3620
443,2017-08-11,172000,115500,33700,4890,35400,3765
444,2017-08-10,172000,118000,33550,5250,36600,3900
445,2017-08-09,174500,116500,33500,5150,36650,3945
446,2017-08-08,177000,117000,33650,5300,36800,4020
447,2017-08-07,176500,116000,33550,5250,35750,3840
448,2017-08-04,180000,118000,33100,5190,36100,3770
449,2017-08-03,172500,112500,32900,5030,35950,3665
450,2017-08-02,176500,117000,33400,5230,37250,3780
451,2017-08-01,179500,118000,33350,5210,36150,3650
452,2017-07-31,176500,116500,33700,5180,35600,3580
453,2017-07-28,175000,114000,32400,5250,36000,3570
454,2017-07-27,174500,114000,33150,5170,36000,3730
455,2017-07-26,177500,114500,33050,5040,34700,3575
456,2017-07-25,174500,110000,32800,5280,36200,3675
457,2017-07-24,172000,108500,33100,5510,37300,3880
458,2017-07-21,171500,108000,33450,5510,37000,3950
459,2017-07-20,172000,108000,33800,5630,37350,3975
460,2017-07-19,167500,103500,32900,5740,37400,4080
461,2017-07-18,168500,103500,32350,5680,36800,3790
462,2017-07-17,169000,104000,32050,5640,36500,3850
463,2017-07-14,168000,103000,31900,5540,35450,3885
464,2017-07-13,163000,102500,31250,5790,36450,3905
465,2017-07-12,163500,102000,30700,5790,36300,3955
466,2017-07-11,165500,103000,31800,5770,36950,3830
467,2017-07-10,160000,100000,31650,5920,36600,3855
468,2017-07-07,159500,97400,31500,5770,35900,3900
469,2017-07-06,158500,96400,31500,5770,36700,4010
470,2017-07-05,160000,96400,31000,5810,36800,3980
471,2017-07-04,160000,96500,30950,5720,36150,4100
472,2017-07-03,161000,97000,30600,6100,37500,4480
473,2017-06-30,158500,94800,30200,6130,38700,4490
474,2017-06-29,157500,92900,30050,6170,38700,4000
475,2017-06-28,158000,94100,30500,6130,38000,4130
476,2017-06-27,156500,94000,29800,6220,38250,4180
477,2017-06-26,157000,94400,29800,6190,37900,4040
478,2017-06-23,158500,94900,29500,6120,38500,4135
479,2017-06-22,156500,94300,29650,6240,38500,4010
480,2017-06-21,157000,94100,30050,6070,38000,4120
481,2017-06-20,157500,94500,30850,6030,37950,4030
482,2017-06-19,161000,95800,29000,5900,38750,4170
483,2017-06-16,159000,95900,28900,5760,36850,4105
484,2017-06-15,156500,94200,28500,5810,37200,4260
485,2017-06-14,160000,95800,28850,5890,37700,4190
486,2017-06-13,160500,97100,29550,5780,37300,4200
487,2017-06-12,159500,97400,29550,5820,37200,3985
488,2017-06-09,157000,97100,29500,5800,37950,4050
489,2017-06-08,157000,96300,28900,5590,37500,4045
490,2017-06-07,159000,96300,29550,5480,37400,4010
491,2017-06-05,162000,99100,29500,5310,36100,3805
492,2017-06-02,165500,101500,29350,5330,36350,3530
493,2017-06-01,166500,102000,30450,5100,35100,3540
494,2017-05-31,169000,103500,29800,5100,35500,3395
495,2017-05-30,170500,103500,30050,5120,35250,3340
496,2017-05-29,170500,104500,29800,4935,35050,3190
497,2017-05-26,167500,102000,29250,5100,35500,3155
498,2017-05-25,169500,103000,29300,5040,35250,3035
499,2017-05-24,170000,104000,29200,4960,34450,3000
500,2017-05-23,171500,103500,29250,4875,33350,2885
501,2017-05-22,168500,102000,29500,4870,32950,2815
502,2017-05-19,168000,102000,28650,4875,33300,2845
503,2017-05-18,169000,103500,28750,4865,32700,2870
504,2017-05-17,168000,104500,28700,4850,32750,2800
505,2017-05-16,171500,107500,28600,4670,32250,2810
506,2017-05-15,172000,106500,27750,4670,32200,2780
507,2017-05-12,173000,105500,27600,4595,32250,2860
508,2017-05-11,173000,107000,27100,4640,31600,2650
509,2017-05-10,169500,102000,26000,4590,31900,2650
510,2017-05-08,172000,102000,25500,4600,32550,2760
511,2017-05-04,170500,100000,25200,4625,32800,2770
512,2017-05-02,174000,100000,25450,4530,30850,2660
513,2017-04-28,171000,99700,25150,4505,30650,2650
514,2017-04-27,174500,101500,25900,4550,31300,2635
515,2017-04-26,173000,101000,25800,4550,30950,2635
516,2017-04-25,170000,99900,25350,4535,31000,2650
517,2017-04-24,164500,97000,25400,4515,30850,2680
