,time,096770,010950,009830,020560,003490,004870
1034,2015-03-24,94000,62200,15500,8970,48750,15150
1035,2015-03-23,93200,62600,15400,8610,47200,13250
1036,2015-03-20,93500,63600,15400,8730,48150,13200
1037,2015-03-19,93400,63000,15400,8830,48050,13450
1038,2015-03-18,89900,60600,15000,8900,47400,14050
1039,2015-03-17,91700,61400,14800,8920,47350,13600
1040,2015-03-16,89300,58900,14400,9080,46500,13200
1041,2015-03-13,93600,61800,15150,8800,43850,13450
1042,2015-03-12,94700,63000,15150,8740,44850,13650
1043,2015-03-11,95500,62500,15850,8340,43950,13050
1044,2015-03-10,97900,65300,15650,7890,45100,13000
1045,2015-03-09,98200,67400,16150,8400,45900,13250
1046,2015-03-06,98700,68000,16000,8480,46650,13400
1047,2015-03-05,97700,67300,14650,8520,46500,13700
1048,2015-03-04,96100,64900,14750,8770,46700,13400
1049,2015-03-03,101000,68400,14750,8870,47600,14100
1050,2015-03-02,102500,67600,14750,9080,49400,13900
1051,2015-02-27,103500,64800,14100,8740,50200,13900
1052,2015-02-26,104500,66400,14150,9160,48100,15250
1053,2015-02-25,104000,65300,13600,8860,46300,14150
1054,2015-02-24,100500,63200,13250,9180,45050,14100
1055,2015-02-23,101000,63000,13100,9050,45950,13750
1056,2015-02-17,101000,62800,13200,8830,46000,14200
1057,2015-02-16,99100,61900,13250,8900,45550,14650
1058,2015-02-13,100500,62800,13200,8910,46600,15250
1059,2015-02-12,97200,59900,12750,8900,47000,14800
1060,2015-02-11,100500,62000,13100,8850,47050,14500
1061,2015-02-10,100000,62200,13200,8190,46250,14800
1062,2015-02-09,100500,62800,13050,8110,47500,14800
1063,2015-02-06,100000,63000,12650,8320,47500,15100
1064,2015-02-05,94700,62100,12550,8310,46400,14800
1065,2015-02-04,97800,62900,12650,8410,47950,15100
1066,2015-02-03,100500,63500,12500,8140,46900,15150
1067,2015-02-02,97500,60200,12450,8410,46750,15800
1068,2015-01-30,93700,60500,12300,8630,47500,15450
1069,2015-01-29,92500,58200,12400,8580,46700,14650
1070,2015-01-28,95400,58200,12500,7720,44350,14350
1071,2015-01-27,95200,58200,12500,7740,44450,15050
1072,2015-01-26,91300,55000,11900,7820,43350,15100
1073,2015-01-23,92200,56400,11800,7640,44000,14450
1074,2015-01-22,92700,56100,11950,7720,43350,14550
1075,2015-01-21,89000,54800,11250,7810,45000,14800
1076,2015-01-20,87300,54500,11400,7620,44750,13750
1077,2015-01-19,88000,53900,11500,7580,44000,13150
1078,2015-01-16,81400,48900,10900,7720,44600,13750
1079,2015-01-15,82700,50200,11300,7590,45150,14100
1080,2015-01-14,83600,50100,11150,7550,46000,14000
1081,2015-01-13,82500,48600,11300,7460,45350,12600
1082,2015-01-12,84500,48850,11550,7170,44900,12700
1083,2015-01-09,84900,48600,11500,7000,45300,11050
1084,2015-01-08,82400,46500,11350,7200,43300,11650
1085,2015-01-07,80100,45300,11200,7250,43500,11750
1086,2015-01-06,79500,45100,11050,7080,45650,11700
1087,2015-01-05,82000,48250,11400,7200,46200,11900
1088,2015-01-02,84000,48600,11350,7070,45150,11750
1089,2014-12-30,85100,48400,11800,7130,47450,10950
1090,2014-12-29,85900,48650,12150,6660,46800,11100
1091,2014-12-26,89200,50700,12250,6650,46450,9890
1092,2014-12-24,89500,50800,12400,6690,47500,9470
1093,2014-12-23,89700,49400,12650,6560,47450,9300
1094,2014-12-22,89700,51000,12700,6710,47300,9030
1095,2014-12-19,86900,50500,12250,6830,48900,9100
1096,2014-12-18,86300,49800,12300,6710,47600,9250
1097,2014-12-17,87100,49200,12350,6850,47500,9330
1098,2014-12-16,85200,47400,12300,7020,48450,9500
1099,2014-12-15,84800,46850,12400,6630,48600,9360
1100,2014-12-12,81300,44150,12200,6630,48600,9350
1101,2014-12-11,80500,44200,12250,6490,50000,9500
1102,2014-12-10,81700,43800,12650,6440,48800,9360
1103,2014-12-09,84300,45450,13100,5980,48800,9100
1104,2014-12-08,86200,45100,13050,5820,46200,9190
1105,2014-12-05,86100,45650,12700,5330,44450,8000
1106,2014-12-04,85500,43150,12850,5530,44750,8000
1107,2014-12-03,84200,42400,12300,5490,44900,8000
1108,2014-12-02,82900,41700,12150,5590,43500,8050
1109,2014-12-01,81800,40150,12100,5540,44500,7130
1110,2014-11-28,85700,42100,12600,4960,42000,6200
1111,2014-11-27,91800,44500,13500,4520,40100,5880
1112,2014-11-26,94000,46050,13500,4570,39950,5970
1113,2014-11-25,96200,47500,13400,4560,41950,5930
1114,2014-11-24,98500,47000,13600,4480,39500,5900
1115,2014-11-21,88900,42050,12800,4525,40700,5890
1116,2014-11-20,88600,41650,12600,4515,40000,5760
1117,2014-11-19,88500,41750,12650,4595,40000,5660
1118,2014-11-18,88200,42300,12700,4600,40650,5630
1119,2014-11-17,90100,42500,12750,4675,40550,5470
1120,2014-11-14,86000,40850,12700,4685,41400,5710
1121,2014-11-13,87600,41300,13100,4480,41500,5690
1122,2014-11-12,89300,41000,13500,4615,41500,5750
1123,2014-11-11,84600,39900,11750,4600,41600,5700
1124,2014-11-10,86000,40200,11700,4440,38850,5740
1125,2014-11-07,86200,39950,11700,4400,38400,5240
1126,2014-11-06,87000,40350,11250,4290,37000,5100
1127,2014-11-05,83000,38750,10800,4295,37200,4970
1128,2014-11-04,80800,38600,10750,3955,36100,5000
1129,2014-11-03,85000,40750,11300,4000,37300,5000
1130,2014-10-31,87500,40650,12150,4015,37950,4885
1131,2014-10-30,87100,40950,11700,4010,37500,4820
1132,2014-10-29,89000,41200,12100,4040,37950,4630
1133,2014-10-28,83800,40050,11000,3925,37550,4870
1134,2014-10-27,86600,42100,11200,3925,37500,4970
1135,2014-10-24,81300,39200,10800,3900,37000,4690
1136,2014-10-23,80500,39300,11450,3950,37300,4675
1137,2014-10-22,81000,39850,11400,3920,37000,4500
1138,2014-10-21,80000,39400,11300,3860,36850,4695
1139,2014-10-20,81100,40150,11700,4010,36300,4795
1140,2014-10-17,78600,39450,11500,4040,36600,4600
1141,2014-10-16,77800,39050,11600,4060,37400,4555
1142,2014-10-15,78800,39600,11900,4115,37200,4455
1143,2014-10-14,80200,40500,12300,4055,35400,4750
1144,2014-10-13,77300,39550,11900,4015,35800,4850
1145,2014-10-10,76200,39550,12350,4130,35500,5260
1146,2014-10-08,77700,40450,13000,4135,35200,5420
1147,2014-10-07,75900,39750,13150,4050,35100,5200
1148,2014-10-06,77800,41050,13300,4250,35050,5150
1149,2014-10-02,75000,40000,13400,4425,35150,5280
1150,2014-10-01,76500,41800,13600,4485,34900,5400
1151,2014-09-30,81100,42800,13700,4580,36000,5370
1152,2014-09-29,81000,43650,13800,4535,35650,5320
1153,2014-09-26,82900,44250,14750,4485,34950,5400
1154,2014-09-25,84400,45100,15000,4620,36300,5670
1155,2014-09-24,84400,45200,15100,4710,36850,5810
1156,2014-09-23,85200,45600,15350,4700,37350,5380
1157,2014-09-22,87900,46250,15600,4740,37800,5520
1158,2014-09-19,91500,46850,15900,4820,38900,5330
1159,2014-09-18,91600,46200,15800,4875,38800,5250
1160,2014-09-17,92900,46500,16050,4900,38950,5000
1161,2014-09-16,90700,45700,15750,4810,38250,4900
1162,2014-09-15,91100,46000,15600,4790,38500,4950
1163,2014-09-12,90900,45150,15800,4830,38600,5000
1164,2014-09-11,91000,45000,15700,4760,38600,5000
1165,2014-09-05,91500,45650,15650,4780,37900,5090
1166,2014-09-04,91200,43500,15350,4720,38000,4955
1167,2014-09-03,91600,44350,15200,4745,37200,5200
1168,2014-09-02,94000,45600,15900,4795,36350,5200
1169,2014-09-01,93900,46100,16400,4835,36950,5010
1170,2014-08-29,94100,46850,16400,4825,36450,5110
1171,2014-08-28,95100,47050,16500,4855,36350,4805
1172,2014-08-27,94500,46600,16500,4785,36150,4585
1173,2014-08-26,95400,47000,16550,4900,36850,4860
1174,2014-08-25,93800,47000,16250,4900,36550,4720
1175,2014-08-22,95500,46650,16400,4690,36200,4850
1176,2014-08-21,93900,45900,16250,4615,33700,5000
1177,2014-08-20,92800,47350,16350,4520,33600,5100
1178,2014-08-19,99000,51000,16850,4555,33850,5310
1179,2014-08-18,99800,52600,17050,4520,33900,5350
1180,2014-08-14,101500,53100,17350,4530,33500,5370
1181,2014-08-13,102000,52900,17700,4515,33550,5120
1182,2014-08-12,103500,53100,17650,4505,33000,5370
1183,2014-08-11,103500,53300,17550,4545,33150,5400
1184,2014-08-08,102000,53500,17600,4515,32950,5510
1185,2014-08-07,100500,53700,17700,4575,33400,5460
1186,2014-08-06,101500,53800,18050,4515,32800,5400
1187,2014-08-05,103000,54200,18050,4600,33550,5370
1188,2014-08-04,106000,54700,18450,4640,34200,5160
1189,2014-08-01,105000,55000,18450,4675,34650,5090
1190,2014-07-31,103500,55200,18100,4685,36000,5090
1191,2014-07-30,104000,54600,18300,4620,35450,5150
1192,2014-07-29,106000,55000,18650,4680,35950,5150
1193,2014-07-28,103000,54500,18200,4615,35100,4960
1194,2014-07-25,104000,54600,18050,4590,34850,5090
1195,2014-07-24,105500,55000,18150,4595,34850,5250
1196,2014-07-23,99200,53900,17950,4620,34850,5410
1197,2014-07-22,99500,53900,17850,4635,34550,5600
1198,2014-07-21,99900,53800,17850,4605,35000,5280
1199,2014-07-18,101500,54000,17700,4550,34550,5510
1200,2014-07-17,101000,54300,17800,4520,34100,5650
1201,2014-07-16,100000,54300,17650,4525,33100,5740
1202,2014-07-15,100500,54300,17800,4535,33650,5570
1203,2014-07-14,99800,54200,17650,4510,33950,6550
1204,2014-07-11,99900,54200,17550,4500,33250,6710
1205,2014-07-10,100500,54700,17950,4490,34200,6140
1206,2014-07-09,101000,55000,17850,4490,34150,6250
1207,2014-07-08,103000,55500,18100,4530,34250,5910
1208,2014-07-07,104000,55500,18100,4525,34600,5710
1209,2014-07-04,105000,55900,18250,4580,34650,5960
1210,2014-07-03,107000,56400,18200,4620,34600,5850
1211,2014-07-02,110500,56300,18350,4650,33700,6030
1212,2014-07-01,112500,56800,18400,4645,33450,5990
1213,2014-06-30,113000,56900,18350,4645,33400,5900
1214,2014-06-27,113000,57000,18000,4550,32750,5570
1215,2014-06-26,112500,57100,18000,4450,32850,5520
1216,2014-06-25,110000,56900,18000,4560,33350,5800
1217,2014-06-24,105500,56600,18150,4600,33800,5660
1218,2014-06-23,104000,56100,18750,4635,33650,5660
1219,2014-06-20,100000,55900,18800,4620,33300,5800
1220,2014-06-19,102500,56900,18700,4575,33150,5820
1221,2014-06-18,103500,56800,18100,4620,32750,5930
1222,2014-06-17,105500,56800,18100,4655,33550,6100
1223,2014-06-16,107000,57400,18050,4700,33450,5670
1224,2014-06-13,104000,56400,18000,4780,34200,5850
1225,2014-06-12,100500,55500,18350,4810,34750,6160
1226,2014-06-11,103500,56200,18400,4820,34950,6180
1227,2014-06-10,104000,56100,18800,4805,35000,5800
1228,2014-06-09,102000,55400,18700,4800,34900,5050
1229,2014-06-05,99600,54200,18200,4800,34250,5050
1230,2014-06-03,103000,53900,18200,4810,34050,5370
1231,2014-06-02,107500,55000,18550,4850,34150,5300
1232,2014-05-30,106500,55100,18800,4840,33350,5010
1233,2014-05-29,109000,55700,18800,4900,33300,4715
1234,2014-05-28,112000,56800,19250,4920,33600,4650
1235,2014-05-27,112000,57200,19350,4870,33700,4780
1236,2014-05-26,112500,57400,19100,4855,33800,4930
1237,2014-05-23,113000,57700,19100,4900,34000,4890
1238,2014-05-22,114500,58100,19000,4880,34200,4655
1239,2014-05-21,111000,57900,18550,4865,33950,4665
1240,2014-05-20,112000,58400,18400,4855,33750,4440
1241,2014-05-19,112500,59000,18300,4880,33400,4540
1242,2014-05-16,111500,58500,18550,4840,33400,4505
1243,2014-05-15,112000,58800,18500,4930,33450,4210
1244,2014-05-14,112500,58700,18600,4960,33550,4295
1245,2014-05-13,112500,58600,18500,4955,32750,4150
1246,2014-05-12,109500,57900,17650,4920,32350,4205
1247,2014-05-09,111000,58800,17400,4890,33000,4020
1248,2014-05-08,113500,58900,18150,4845,32850,4020
1249,2014-05-07,113500,59500,17950,4800,32400,4040
1250,2014-05-02,117500,60200,18150,4895,32050,4040
1251,2014-04-30,118000,60400,18250,4925,33300,4000
1252,2014-04-29,119500,60400,17950,4935,32800,4000
1253,2014-04-28,120000,60300,18200,4905,32750,4010
1254,2014-04-25,120500,60200,18350,4930,32700,4120
1255,2014-04-24,123500,60900,18100,4980,33800,4120
1256,2014-04-23,125000,61300,17800,5020,34100,4145
1257,2014-04-22,127000,62100,17400,5060,34200,4200
1258,2014-04-21,127000,62500,17750,5090,34600,4230
1259,2014-04-18,127500,62700,17750,5050,34450,4140
1260,2014-04-17,125500,62300,17500,5030,34150,4075
1261,2014-04-16,125500,62200,17550,5070,35000,4045
1262,2014-04-15,126500,62400,18100,5080,35000,4060
1263,2014-04-14,127500,63100,18450,5110,36000,4090
1264,2014-04-11,128000,63100,19200,5090,36950,4100
1265,2014-04-10,127500,62800,19400,5030,37350,4130
1266,2014-04-09,127000,63000,19500,5020,36650,4050
1267,2014-04-08,123000,62200,19350,4895,36250,4035
1268,2014-04-07,120500,61500,19350,4930,37050,4030
1269,2014-04-04,120000,60700,19400,5010,37750,4100
1270,2014-04-03,120000,61000,19400,5000,37950,4200
1271,2014-04-02,120500,61600,19850,5030,38600,4235
1272,2014-04-01,122500,61600,19400,5040,38300,4115
1273,2014-03-31,122000,61600,19350,5040,38550,4150
1274,2014-03-28,122000,61200,19150,5060,38400,4250
1275,2014-03-27,121500,61000,19400,5070,37400,4155
1276,2014-03-26,121500,61000,19400,5090,37050,4065
1277,2014-03-25,121000,61400,19500,5090,37500,4240
1278,2014-03-24,120000,61000,19300,5100,38200,4010
1279,2014-03-21,119000,60800,18950,5130,38500,4345
1280,2014-03-20,117500,61500,19150,5040,37000,4550
1281,2014-03-19,125000,62700,20250,5140,37250,4570
1282,2014-03-18,128500,63500,20250,5120,36750,4625
1283,2014-03-17,129000,63800,20050,5080,36300,4625
1284,2014-03-14,129000,63500,20150,5070,35700,4795
1285,2014-03-13,127500,64600,19950,5150,39000,4795
1286,2014-03-12,128500,64400,20150,5130,37400,4730
1287,2014-03-11,129500,65100,20950,5250,38050,4765
1288,2014-03-10,130000,64200,20550,5190,38000,4820
1289,2014-03-07,131500,64100,20600,5240,37650,4600
1290,2014-03-06,132500,64400,20000,5230,37600,4155
1291,2014-03-05,132500,64600,19950,5130,35900,4200
1292,2014-03-04,133000,64500,21200,5080,33950,4165
1293,2014-03-03,132500,64800,20900,5070,34200,3995
1294,2014-02-28,133500,65400,21000,5120,34550,4075
1295,2014-02-27,135000,65400,21300,5200,35000,4110
1296,2014-02-26,136000,66200,19950,5260,34450,4180
1297,2014-02-25,135500,66200,20200,5230,34650,4315
1298,2014-02-24,134000,66300,20000,5180,33750,4420
1299,2014-02-21,135000,66800,20250,5240,34400,4320
1300,2014-02-20,134500,65900,20400,5240,32900,4115
1301,2014-02-19,135000,66500,20250,5280,33950,3805
1302,2014-02-18,134500,66700,19600,5270,34500,3630
1303,2014-02-17,134000,66900,19900,5440,35000,3630
1304,2014-02-14,132500,67100,20000,5460,34550,3685
1305,2014-02-13,131500,66600,19850,5430,33550,3950
1306,2014-02-12,131500,67000,19800,5290,33300,4020
1307,2014-02-11,131000,67600,19650,5340,33900,3985
1308,2014-02-10,130000,67600,19900,5320,34650,3890
1309,2014-02-07,129500,66500,19750,5380,34500,3765
1310,2014-02-06,129500,66300,19550,5420,34750,3895
1311,2014-02-05,129000,66500,19000,5420,35700,3790
1312,2014-02-04,126000,66700,19050,5420,34400,3630
1313,2014-02-03,127000,68100,19650,5490,35700,3635
1314,2014-01-29,127000,68600,20000,5420,35350,3570
1315,2014-01-28,128000,68500,19900,5260,32900,3575
1316,2014-01-27,128500,68600,20050,5290,32900,3450
1317,2014-01-24,131000,69900,20750,5300,33800,3420
1318,2014-01-23,132000,70400,21100,5210,33500,3460
1319,2014-01-22,131500,70100,21500,5200,33600,3275
1320,2014-01-21,130000,69900,21550,5150,33200,3265
1321,2014-01-20,129000,70000,21400,5170,33350,3360
1322,2014-01-17,130500,69800,21150,5140,32750,2925
1323,2014-01-16,131000,69800,21450,5120,33500,2830
1324,2014-01-15,131000,69700,21300,5190,33500,2825
1325,2014-01-14,131000,69800,21400,5170,33100,2815
1326,2014-01-13,131500,70600,22050,5170,32600,2825
1327,2014-01-10,131000,70300,22200,5160,32800,2800
1328,2014-01-09,132000,67700,22150,5000,31800,2845
1329,2014-01-08,133500,68000,21400,4955,32000,2775
1330,2014-01-07,135500,69700,21500,4955,31200,2800
1331,2014-01-06,137500,70000,21800,4960,31300,2745
1332,2014-01-03,138500,71100,21650,4885,30800,2650
1333,2014-01-02,140000,72500,21050,4860,31200,2665
1334,2013-12-30,141500,74000,21550,4935,31200,2650
1335,2013-12-27,140500,73500,21500,4840,30300,2695
1336,2013-12-26,141000,74500,21250,4785,28600,2685
1337,2013-12-24,140000,74200,21250,4795,29250,2670
1338,2013-12-23,137500,72800,21150,4810,29000,2690
1339,2013-12-20,137500,72700,21050,4805,28150,2675
1340,2013-12-19,137500,72400,20450,4835,28400,2720
1341,2013-12-18,138000,73200,20450,4895,29350,2740
1342,2013-12-17,137500,72500,19900,4835,28000,2740
1343,2013-12-16,136500,72400,19900,4855,27850,2850
1344,2013-12-13,137500,72900,20150,4810,27250,2870
1345,2013-12-12,138500,72800,19700,4795,28500,2825
1346,2013-12-11,139000,73200,19500,4800,29350,2850
1347,2013-12-10,140000,73600,19700,4850,29300,2830
1348,2013-12-09,141500,74000,20150,4845,29450,2850
1349,2013-12-06,141500,73700,20300,4870,29300,2850
1350,2013-12-05,143000,74100,20850,4870,29300,2925
1351,2013-12-04,142000,74400,20550,4925,29300,2900
1352,2013-12-03,144000,75000,21050,4960,29400,3000
1353,2013-12-02,144000,75600,21350,5000,30250,3080
1354,2013-11-29,144000,75800,21950,5020,30450,2990
1355,2013-11-28,140000,75000,21850,4990,30500,2950
1356,2013-11-27,138500,74600,21900,5000,30250,2980
1357,2013-11-26,139500,74500,21800,5000,30450,2595
1358,2013-11-25,141000,74000,22000,4885,29550,2590
1359,2013-11-22,141000,73400,22300,4850,28900,2525
1360,2013-11-21,138500,73500,22200,4840,29150,2525
1361,2013-11-20,139500,73900,22800,4900,29600,2410
1362,2013-11-19,140000,74000,23150,4910,29200,2470
1363,2013-11-18,138500,73600,22700,4910,29050,2505
1364,2013-11-15,137500,73300,22350,4865,29650,2555
1365,2013-11-14,135000,72800,21800,4865,30050,2570
1366,2013-11-13,137500,73700,22050,4840,30300,2540
1367,2013-11-12,141000,74600,22800,4840,31100,2525
1368,2013-11-11,139500,74600,21900,4770,31100,2520
1369,2013-11-08,140500,75300,22500,4805,32900,2630
1370,2013-11-07,142000,75800,22850,4885,33150,2605
1371,2013-11-06,143500,76200,23000,4925,33350,2575
1372,2013-11-05,145500,76300,23300,4885,33500,2600
1373,2013-11-04,147000,76400,22700,4930,33650,2645
1374,2013-11-01,148500,77000,23050,4995,33500,2585
1375,2013-10-31,149000,77500,23300,5040,34050,2700
1376,2013-10-30,153500,78400,23350,5100,38400,2600
1377,2013-10-29,153000,78100,23500,5100,38100,2645
1378,2013-10-28,151500,78100,22700,5130,37700,2650
1379,2013-10-25,152000,78600,22750,5140,38500,2490
1380,2013-10-24,154500,80100,23600,5200,38750,2365
1381,2013-10-23,154500,80500,23650,5100,36900,2305
1382,2013-10-22,158000,81200,24050,5150,36950,2370
1383,2013-10-21,157500,80500,24050,5100,35750,2365
1384,2013-10-18,151500,77900,24200,5080,35000,2240
1385,2013-10-17,152000,78500,24200,4920,33000,2240
1386,2013-10-16,153000,77800,23050,4935,33950,2245
1387,2013-10-15,151500,77600,22750,4980,34200,2275
1388,2013-10-14,149000,77400,22850,4950,34300,2340
1389,2013-10-11,148500,77600,21850,5010,34700,2335
1390,2013-10-10,145000,76900,21050,5010,35800,2350
1391,2013-10-08,146000,76700,21200,4905,34900,2440
1392,2013-10-07,143500,76100,20750,5000,33750,2445
1393,2013-10-04,144000,76300,21550,5060,34300,2450
1394,2013-10-02,144500,77200,21300,5000,36000,2480
1395,2013-10-01,145500,77400,21700,5040,36450,2500
1396,2013-09-30,146000,77900,20800,5120,37750,2540
1397,2013-09-27,148500,79000,20650,5120,38150,2650
1398,2013-09-26,148000,79200,21000,5170,38950,2380
1399,2013-09-25,146500,79100,20850,5120,38400,2440
1400,2013-09-24,149000,79300,20500,5210,37650,2605
1401,2013-09-23,152000,80100,20800,5150,36200,2640
1402,2013-09-17,150500,79900,20550,5090,36000,2570
1403,2013-09-16,150000,79900,20300,5080,36600,2555
1404,2013-09-13,148000,79000,19900,5190,28200,2615
1405,2013-09-12,148500,79400,20100,4810,28200,2470
1406,2013-09-11,149000,79300,19650,4770,28200,2495
1407,2013-09-10,149000,79200,19200,4730,28200,2445
1408,2013-09-09,148500,78300,18750,4665,28200,2430
1409,2013-09-06,142500,76200,18550,4670,28200,2510
1410,2013-09-05,139500,76500,18350,4750,28200,2400
1411,2013-09-04,138000,76600,18300,4780,28200,2465
1412,2013-09-03,140000,77100,18150,4810,28200,2400
1413,2013-09-02,140000,76800,17900,4780,28200,2590
1414,2013-08-30,140000,76800,17700,4795,28200,2890
1415,2013-08-29,140500,76400,17950,4800,28200,2945
1416,2013-08-28,140000,76200,17750,4760,28200,2965
1417,2013-08-27,141500,75800,17650,4730,28200,2935
1418,2013-08-26,141500,75700,17950,4720,28200,3045
1419,2013-08-23,140500,75300,17850,4635,28200,2955
1420,2013-08-22,140000,74800,17800,4630,28200,2945
1421,2013-08-21,141000,76500,18000,4675,28200,2965
1422,2013-08-20,144500,77800,18300,4690,28200,3100
1423,2013-08-19,149000,79400,18850,4675,28200,3295
1424,2013-08-16,149000,78000,18300,4700,28200,3400
1425,2013-08-14,149000,78400,18450,4675,28200,3450
1426,2013-08-13,144500,75700,18050,4550,28200,3000
1427,2013-08-12,143000,74000,18100,4530,28200,3050
1428,2013-08-09,141500,74000,17650,4620,28200,3050
1429,2013-08-08,144500,74000,18050,4690,28200,2955
1430,2013-08-07,145000,74000,18200,4760,28200,2710
1431,2013-08-06,146500,74600,18750,4770,28200,2600
1432,2013-08-05,150000,75700,19050,4780,28200,2455
1433,2013-08-02,152000,76300,19000,4790,28200,2135
1434,2013-08-01,151500,75500,18800,4805,28200,2175
1435,2013-07-31,152000,75500,18800,4795,28200,2100
1436,2013-07-30,153000,76400,18750,4765,28200,2105
1437,2013-07-29,151500,75000,18650,4730,28200,2100
1438,2013-07-26,151000,75500,19200,4800,30150,2110
1439,2013-07-25,147000,74600,19150,4800,29700,2120
1440,2013-07-24,147500,74900,19200,4820,30500,2150
1441,2013-07-23,147000,75000,19100,4815,31200,2095
1442,2013-07-22,148500,74500,19050,4755,30250,1990
1443,2013-07-19,147000,73800,18850,4715,29750,2015
1444,2013-07-18,147500,73300,18550,4710,30100,1960
1445,2013-07-17,147500,73600,18650,4755,30400,1970
1446,2013-07-16,147000,73700,18600,4810,30450,2005
1447,2013-07-15,147500,73900,17650,4840,30400,2010
1448,2013-07-12,146500,73800,17600,4860,30100,2010
1449,2013-07-11,145500,74300,17600,4855,30300,2035
1450,2013-07-10,138000,72000,17250,4840,29150,1970
1451,2013-07-09,139000,71500,17100,4880,29450,2045
1452,2013-07-08,139500,71900,16800,4825,29500,2015
1453,2013-07-05,139000,71800,16500,5120,29600,2000
1454,2013-07-04,139500,71900,16350,5150,29800,2030
1455,2013-07-03,136500,71400,16300,5210,29800,2055
1456,2013-07-02,136000,72700,16650,5300,30450,2020
1457,2013-07-01,136500,73000,16700,5280,30300,1980
1458,2013-06-28,135500,73200,16700,5250,30750,1920
1459,2013-06-27,133000,71900,16200,5080,29850,1940
1460,2013-06-26,130000,71700,16000,5010,29900,2155
1461,2013-06-25,129500,71600,15650,5000,29650,2150
1462,2013-06-24,128500,70400,15950,5020,29350,2165
1463,2013-06-21,129500,70500,16500,5190,30200,1995
1464,2013-06-20,132500,70000,16400,5310,30500,2020
1465,2013-06-19,137000,72900,17400,5310,31400,2000
1466,2013-06-18,138500,73500,17600,5270,31400,1740
1467,2013-06-17,140500,75700,17500,5310,32100,1780
1468,2013-06-14,141000,79600,17450,5430,32600,1645
1469,2013-06-13,140000,79500,17550,5340,32250,1680
1470,2013-06-12,142000,81300,17750,5240,33000,1700
1471,2013-06-11,144000,82200,17850,5270,33150,1770
1472,2013-06-10,146500,84600,17650,5310,34000,1770
1473,2013-06-07,147000,85100,17900,5290,34050,1770
1474,2013-06-05,147500,85800,18200,5390,33800,1765
1475,2013-06-04,149500,87200,18200,5500,35500,1790
1476,2013-06-03,149000,87000,17950,5560,36650,1795
1477,2013-05-31,149500,87600,18050,5660,36900,1795
1478,2013-05-30,145000,86900,17750,5700,36150,1745
1479,2013-05-29,144500,87500,17950,5760,37100,1780
1480,2013-05-28,145000,87400,17900,5760,36600,1790
1481,2013-05-27,145500,87300,17900,5700,35800,1835
1482,2013-05-24,146500,87300,18200,5600,35350,1940
1483,2013-05-23,148000,87700,18200,5580,35950,1945
1484,2013-05-22,153500,88900,18500,5710,37000,1925
1485,2013-05-21,154000,89100,18100,5700,36800,1900
1486,2013-05-20,154000,89000,17600,5630,36700,1945
1487,2013-05-16,153000,88200,17850,5590,36850,1930
1488,2013-05-15,152500,87800,17450,5550,36300,1935
1489,2013-05-14,151500,88100,17700,5490,36300,1950
1490,2013-05-13,151500,87600,17200,5330,35500,1925
1491,2013-05-10,151000,87700,17300,5320,35950,1975
1492,2013-05-09,153000,88800,17500,5300,36600,1955
1493,2013-05-08,149500,87500,16800,5270,36050,1940
1494,2013-05-07,149500,88100,16600,5270,36550,1965
1495,2013-05-06,149000,88000,16650,5200,36000,1980
1496,2013-05-03,145500,86900,16150,5160,34950,1965
1497,2013-05-02,145500,87100,16050,5200,35150,1975
1498,2013-04-30,150000,88500,16350,5230,35300,1960
1499,2013-04-29,146000,87700,16200,5180,34300,1930
1500,2013-04-26,149500,88600,17000,5180,35200,1915
1501,2013-04-25,152000,89000,16950,5200,35700,1965
1502,2013-04-24,145500,87000,16650,5200,35700,1940
1503,2013-04-23,142000,86600,16350,4950,33500,1930
1504,2013-04-22,143000,87000,16750,4950,33500,1900
1505,2013-04-19,144000,87600,16650,5010,33700,1850
1506,2013-04-18,140500,88100,16600,4815,31900,1905
1507,2013-04-17,142000,88200,17000,4900,31600,1765
1508,2013-04-16,141000,89000,16600,5050,33050,1720
1509,2013-04-15,145500,89100,17500,5210,35550,1700
1510,2013-04-12,146000,88000,17850,5300,37100,1725
1511,2013-04-11,151000,89600,18250,5350,37300,1720
1512,2013-04-10,151000,89200,18350,5360,37350,1755
1513,2013-04-09,149500,89000,17700,5380,36700,1705
1514,2013-04-08,152000,89500,17900,5230,37400,1730
1515,2013-04-05,151000,88700,18200,5240,38150,1710
1516,2013-04-04,153500,90200,18550,5370,39050,1820
1517,2013-04-03,156500,91400,18550,5560,40150,1995
1518,2013-04-02,158000,91300,18850,5650,40400,1735
1519,2013-04-01,161000,92600,19400,5720,40750,1780
1520,2013-03-29,162000,93200,19650,5760,40900,1790
1521,2013-03-28,162500,93400,19650,5700,40600,1835
1522,2013-03-27,164000,93700,20000,5730,40500,1815
1523,2013-03-26,160000,93100,20000,5700,40850,1745
1524,2013-03-25,160000,93000,20000,5640,41050,1790
1525,2013-03-22,159000,91900,20250,5600,41200,1800
1526,2013-03-21,160000,92400,20500,5690,41150,1810
1527,2013-03-20,159500,92100,19950,5760,41350,1840
1528,2013-03-19,163000,93700,20250,5800,41800,1815
1529,2013-03-18,162500,93100,20200,5790,41550,1830
1530,2013-03-15,165000,93000,20400,5830,42150,1865
1531,2013-03-14,167000,94300,20300,5790,42250,1830
1532,2013-03-13,169000,94800,20400,5810,42250,1805
